,principal component0,principal component1,principal component2,principal component3,principal component4,principal component5,principal component6,principal component7,principal component8,principal component9,principal component10,principal component11,principal component12,principal component13,principal component14,principal component15,principal component16,principal component17,principal component18,principal component19,principal component20,principal component21,principal component22,principal component23,principal component24,principal component25,principal component26,principal component27
0,-0.7318363874441358,0.6677118583183241,-0.1573972375551177,1.901981145419834,-0.5787993237043364,-0.6842089500204569,-0.07248101851463254,0.07098874897916979,0.861953322096193,0.946767264376481,-0.3331177106065407,0.3663674122068201,-0.4417985252892146,-0.3675908321333123,0.27305805385854254,-0.31584174062871734,0.0026255731477363535,-0.08383202494254396,0.023676530041653102,0.35171787987222297,-0.3338221441863098,-0.2726849861603211,0.22742878131652383,-0.2153867027104924,-0.22601151306563017,-0.030153963051436885,0.593785115890212,-0.10543515427356641
1,-1.1114509393180059,0.2826901222520138,-1.3379705764053624,1.0047109272521775,-0.41767532842414234,0.20086320255737125,0.11607740526714092,0.15569055509007731,-0.8064639997529987,0.03913832649456315,-0.5273764561512181,-0.5044198819264166,0.17732848860575287,-0.17260793446491737,0.28192811159828673,-0.04268213416349703,-0.11018428868131293,-0.20665277519930753,0.541256133978813,-0.7821326210825594,0.06466491654709015,-0.40075577990239136,-0.23666478737265395,-0.29984427069431974,-0.3291266213963618,-0.3023482988715363,0.317307814198053,-0.04633301554172271
2,-1.3656883748875062,0.1460955214975121,-1.164130141959844,1.1701824641093743,0.2065530884616287,-0.12376275021401838,-0.176964529409085,0.2297631609460682,-0.7906518548931484,0.07430434739328073,-0.09694969547067574,-0.9422280148979035,0.009744472104001471,-0.20214288034033404,0.3142158665886646,-0.07876962073603745,-0.690286383576381,-0.3806230454062143,0.3646782378651271,-0.12879337032125535,0.36684830914826666,0.7419274362067879,0.39445838328946253,0.4177598640933184,0.12482235961780822,-0.9119609478706656,-0.4075517715640563,-0.027091156732338428
3,-0.6999665974711821,0.2937050153741752,-0.2894456139920195,2.0267885402094987,-0.5675640645042905,-0.3178158668588991,-0.14764849755194756,-0.5838091587794294,1.005995265478582,0.3299040528599061,0.33366191676955204,-0.30141067033445396,-0.22160475401765434,-0.10553477061932069,0.06738160733821477,0.13792406747902486,-0.09669847777076791,0.5768001317892639,-0.7661537765974442,0.8253969579119474,0.21912734013923074,0.4009567439822713,0.33077026096299045,-0.08204242064129665,0.0987590274783778,0.06253285306509393,0.06948227066217835,0.3122511465515036
4,-0.7750868271734663,1.9299702293581082,-0.45929304604434207,-1.0115248376775365,-0.635097906855973,0.40667878888354964,0.22830373707445664,-0.03751913990692414,-0.7529277965649492,-0.08756511667286644,0.7745447538938667,-0.2556193952752989,-0.06818111195795698,-0.36133929234467155,0.3627436894452191,-0.23346818633971045,-0.09730775887168186,-0.18488012017922298,0.618343373847515,-0.7669952884049406,-0.041848849804530866,-0.2619081940892091,0.05239701061136574,-0.43211272324829014,-0.15507260394630099,0.33449523053228747,-0.11958364082977478,-0.07043462296201547
5,-1.0795282377532114,-0.1555153356272578,-1.2247196289978346,1.02422197157677,-0.34342474782872756,0.838154919195285,-0.02423071931116622,-0.18014241170027098,0.7416358610495245,-0.5500086179517965,-0.35406467750050225,-0.563795963634447,-0.0319209291238295,-0.1416388879442676,0.1431490894112869,0.22140345053443253,-0.44552489760784997,0.29121085774775224,-0.0783394707179824,-0.3775301879315399,0.5752571194205555,-0.14313296428041855,-0.5241217037124024,-0.2900194063572673,-0.11692699927321963,-0.09093423474158073,0.023897486167907104,0.2132986128249167
6,-1.2161717837475168,0.11654211213001327,-1.2155617885541314,1.2395077016100549,0.22929766676587598,-0.06996229086756427,-0.062343911678469775,0.7808455995543967,0.5070719610621025,-0.010818925132789498,-0.04352628504807637,-0.8567006539812356,0.17092322144577532,-0.12052397456395925,0.2700203886952697,-0.15034446198076626,-0.1949022902372517,-0.45499994996708254,0.931265524173526,-0.3638096261326608,-0.22454679143763454,0.6411137370941663,0.4364284819423757,0.8427570165613255,0.16381088313490288,-0.44445344301328066,-0.20491140275389771,0.09416471065444235
7,-1.3239214694940973,-0.08066026247229528,-1.1556637596251642,1.219531022058366,0.28698677349776275,0.38810310632023276,-0.2912335809985675,-0.585811815493568,-0.5488057068071516,-0.25035748985792217,0.10748122122358032,-0.757566449969251,-0.07906429184147086,-0.19331269201796292,0.23979534826481003,0.24237277889757766,-0.31574167145918014,0.10250803977554405,-0.10122336810346434,0.8256964202289843,-0.0613793307449798,0.4765497251973559,0.26183999934960295,0.47884067337944813,0.12725199165977974,-0.6566290274680787,-0.5006440093965193,0.18963650719167804
8,-0.45233466284289003,0.26874364935711237,-0.08203685386586343,1.846937506957173,-0.5362232854188567,-0.48449385432754727,0.1482773116093101,-0.5111722194590713,0.90411302419424,-0.4879218398223736,0.14215472966560175,0.35705298450751144,0.6976057393113614,-0.2862596113883835,0.3629044661962759,0.12426912843453901,0.4979728798898997,0.8524781847372583,-0.40792003311148045,-0.4421730975424834,0.29603232376579397,0.31577029923691147,0.2524701351053595,-0.14903121498669517,-0.014484755766577482,0.03624251175945214,-0.014230313914709969,0.018763833828721932
9,-1.108140172699706,0.09786154391833309,-1.3474537094899681,1.2252103024054848,0.23994900938966887,0.011936569341755259,-0.08772539405341408,0.6429954080539423,0.547411814115815,0.07783949742609567,-0.396709914535583,-0.8063924100468924,0.19119469772739275,-0.05148146528862986,0.2090901385661814,-0.08110243524046813,-0.31264593830556786,-0.7718161465271279,0.8685974858532671,0.3467292374545735,-0.44550250167604866,-0.4960038807888477,-0.24835523931272102,0.42367154342481966,-0.03684948040999777,-0.09671263797313759,0.004991370151407966,0.4152758539190211
